"Restaurant.Name","Address","Inspection.Fail.Count","Inspection.Pass.Count","Violation.Level1.Count","Violation.Level2.Count","Violation.Level3.Count","Violation.Pass.Count","Violation.Fail.Count","Violation.2010.Count","Violation.2011.Count","Violation.2012.Count","Violation.2013.Count","Violation.2014.Count","Violation.2015.Count","Violation.2016.Count","Violation.2017.Count","Violation.2018.Count","Violation.2019.Count","Violation.2020.Count","Price","review_count_total","review_count_anuave","year_count","ave_rating","latest_review","earliest_review","inactive_years","Yelp","Food.Inspection","lon","lat","Land_Parcel_ID","GIS_ID","Blk_ID_10","BG_ID_10","CT_ID_10"
"El Fongon Del La Morena","262   Hyde Park AVE Jamaica Plain MA 2130",18,1,161,12,58,79,152,0,0,0,116,54,54,7,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.117516,42.292551,1904839000,1904839000,250251101034002,250251101034,25025110103
"El Fogon Tipico Dominicano","264   Hyde Park AVE Jamaica Plain MA 2130",1,1,16,2,0,9,9,0,0,0,0,0,0,0,18,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.117519,42.292509,1904839000,1904839000,250251101034002,250251101034,25025110103
"Los Bendecidos Pizza & Rest.","264   Hyde Park AVE Jamaica Plain MA 2130",7,2,28,0,10,16,22,15,23,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.117519,42.292509,1904839000,1904839000,250251101034002,250251101034,25025110103
"Napper Tandy's","4195 Washington StRoslindale, MA 02131",15,7,145,18,16,84,95,0,0,25,9,3,16,14,24,32,56,0,"$$",68,8.5,8,3.13727904,2019,2012,0,1,1,-71.1274679,42.2873604,2000009000,2000009000,250251106073019,250251106073,25025110607
"Shanti Restaurant - Roslindale","4197 Washington StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",139,19.85714286,7,4.065622832,2019,2013,0,1,0,-71.1275989,42.287211,2000010000,2000010000,250251106073019,250251106073,25025110607
"Shanti Boston","4197   Washington ST Roslindale MA 2131",15,9,149,16,28,92,101,0,0,0,11,20,50,28,22,14,48,0,"0",0,0,0,0,0,0,0,0,1,-71.12763,42.28723,2000010000,2000010000,250251106073019,250251106073,25025110607
"Cafe Rialto","4197   Washington ST Roslindale MA 2131",3,3,14,0,10,12,12,6,18,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.12763,42.28723,2000010000,2000010000,250251106073019,250251106073,25025110607
"753 South","753 South StRoslindale, MA 02131",4,2,28,6,2,15,21,0,0,0,0,0,0,0,14,14,8,0,"$$",76,25.33333333,3,4.528844408,2019,2017,0,1,1,-71.1292549,42.2871965,2000033000,2000033000,250251106073002,250251106073,25025110607
"DERNA'S RESTAURANT","753   South ST Roslindale MA 2131",10,6,74,8,29,49,62,6,7,14,60,21,3,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.129241,42.287196,2000033000,2000033000,250251106073002,250251106073,25025110607
"ROMANO'S","4249   Washington ST Roslindale MA 2131",23,11,264,19,49,126,206,18,21,119,2,23,22,27,12,66,22,0,"0",0,0,0,0,0,0,0,0,1,-71.129179,42.285686,2000038000,2000038000,250251105021007,250251105021,25025110502
"Romano's Pizzeria and Taqueria","4249 Washington StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",70,5.384615385,13,3.435103785,2019,2007,0,1,0,-71.1292568,42.2857214,2000038000,2000038000,250251105021007,250251105021,25025110502
"Redd's In Rozzie","4253   Washington ST Roslindale MA 2131",19,1,119,10,29,64,94,0,17,19,35,12,15,42,18,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.12926,42.28564,2000039000,2000039000,250251105021007,250251105021,25025110502
"Imperial Kitchen","50 Corinth StRoslindale, MA 02131",8,2,63,3,32,32,66,36,38,24,0,0,0,0,0,0,0,0,"$$",54,4.909090909,11,2.348002755,2019,2009,0,1,1,-71.128989,42.2857498,2000079000,2000079000,250251105021001,250251105021,25025110502
"Jimmies Cafe","48 Corinth StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",55,5,11,3.544372294,2019,2009,0,1,0,-71.1292049,42.2859328,2000079000,2000079000,250251105021001,250251105021,25025110502
"Imperial Kitchen","50   Corinth ST Roslindale MA 2131",21,10,311,30,57,190,208,0,0,37,61,70,54,28,16,40,92,0,"0",0,0,0,0,0,0,0,0,1,-71.129089,42.285933,2000079000,2000079000,250251105021001,250251105021,25025110502
"Village Sushi & Grill","14 Corinth StRoslindale, MA 02131",15,14,169,26,40,117,118,14,8,36,30,18,34,25,12,14,44,0,"$$",153,10.92857143,14,3.750876405,2019,2006,0,1,1,-71.1300247,42.2865531,2000087000,2000087000,250251105021001,250251105021,25025110502
"Birch Street Bistro","14 Birch StRoslindale, MA 02131",12,11,128,16,14,78,80,10,28,6,16,12,10,10,14,28,22,2,"$$",146,10.42857143,14,3.710535713,2019,2006,0,1,1,-71.1299433,42.286829,2000088000,2000088000,250251105021001,250251105021,25025110502
"Sophia's Grotto","22R Birch StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",308,22,14,4.097665321,2019,2006,0,1,0,-71.129963,42.286754,2000088000,2000088000,250251105021001,250251105021,25025110502
"Delfino Restaurant","754   South ST Roslindale MA 2131",12,5,87,16,4,49,58,0,24,10,16,6,1,10,10,16,14,0,"0",0,0,0,0,0,0,0,0,1,-71.12948,42.28702,2000091000,2000091000,250251105021001,250251105021,25025110502
"Delfino","754 South StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",276,19.71428571,14,4.091838937,2019,2006,0,1,0,-71.129534,42.286962,2000091000,2000091000,250251105021001,250251105021,25025110502
"Shaking Seafood","19 Poplar StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",58,29,2,4.710526316,2019,2018,0,1,0,-71.1289475,42.2864375,2000096000,2000096000,250251105021001,250251105021,25025110502
"BANGKOK CAFE","25   Poplar ST Roslindale MA 2131",2,0,3,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.129,42.28635,2000097000,2000097000,250251105021001,250251105021,25025110502
"THE WAPO TACO","37   Poplar ST Roslindale MA 2131",8,0,27,0,0,8,19,0,1,10,14,2,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.129018,42.286098,2000098000,2000098000,250251105021001,250251105021,25025110502
"Effie's Kitchen","37 Poplar StRoslindale, MA 02131",8,2,32,0,0,12,20,0,0,0,0,0,0,10,6,2,13,1,"$",67,13.4,5,4.726476133,2019,2015,0,1,1,-71.128988,42.2861039,2000098000,2000098000,250251105021001,250251105021,25025110502
"Roslindale Fish Market","39 Poplar StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",35,2.916666667,12,4.441666667,2019,2006,0,1,0,-71.1290183,42.2860321,2000099000,2000099000,250251105021001,250251105021,25025110502
"Fornax Bread Company","27 Corinth StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",160,10.66666667,15,4.121154956,2019,2005,0,1,0,-71.1298864,42.2861275,2000100000,2000100000,250251105021008,250251105021,25025110502
"Blue Star Restaurant","11 Corinth StRoslindale, MA 02131",17,9,100,14,26,64,76,8,4,6,24,12,36,21,3,2,2,22,"$",81,5.785714286,14,3.417148526,2019,2006,0,1,1,-71.1304154,42.286356,2000136000,2000136000,250251105021008,250251105021,25025110502
"Select Cafe","2  Belgrade AVE Roslindale MA 2131",5,1,34,0,4,10,28,0,4,22,12,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.1301,42.286924,2000137000,2000137000,250251105021002,250251105021,25025110502
"Distraction Brewing","2   Belgrade AVE Roslindale MA 2131",1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,"0",0,0,0,0,0,0,0,0,1,-71.130215,42.286857,2000137000,2000137000,250251105021002,250251105021,25025110502
"The Square Root","2   Corinth ST Roslindale MA 2131",1,1,4,4,0,4,4,0,0,0,0,0,0,0,0,0,8,0,"0",0,0,0,0,0,0,0,0,1,-71.130442,42.286743,2000138000,2000138000,250251105021002,250251105021,25025110502
"7 Star St. Bistro/Astro Diner/Rozzie Ramen","153   Belgrade AVE Roslindale MA 2131",8,3,89,4,8,48,53,0,13,0,26,14,12,2,34,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.136969,42.286425,2000271000,2000271000,250251106073018,250251106073,25025110607
"Tasty Thai","153 Belgrade AveRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",91,45.5,2,4.231147541,2019,2018,0,1,0,-71.1369946,42.2864431,2000271000,2000271000,250251106073018,250251106073,25025110607
"Arbri Caffe","146   Belgrade AVE Roslindale MA 2131",3,2,4,2,5,5,6,8,3,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.136731,42.286122,2000290000,2000290000,250251105021006,250251105021,25025110502
"Prime Time Pizza and Subs","146   Belgrade AVE Roslindale MA 2131",2,0,21,0,4,11,14,0,0,25,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.136731,42.286122,2000290000,2000290000,250251105021006,250251105021,25025110502
"Rustica Pizza","146   Belgrade AVE Roslindale MA 2131",11,9,102,8,11,59,62,0,0,0,0,12,20,22,28,39,0,0,"0",0,0,0,0,0,0,0,0,1,-71.136731,42.286122,2000290000,2000290000,250251105021006,250251105021,25025110502
"Rustica Pizza","146 - 148 Belgrade AveRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",75,12.5,6,3.086322011,2019,2014,0,1,0,-71.1367909,42.2860974,2000290000,2000290000,250251105021006,250251105021,25025110502
"Obosa Foods","146   Belgrade AVE Roslindale MA 2131",3,1,20,14,4,12,26,0,0,0,0,0,0,0,0,0,38,0,"0",0,0,0,0,0,0,0,0,1,-71.136731,42.286122,2000290000,2000290000,250251105021006,250251105021,25025110502
"Rustica House of Pizza","146   Belgrade AVE Roslindale MA 2131",4,1,25,11,6,16,26,0,0,0,0,0,0,0,0,0,42,0,"0",0,0,0,0,0,0,0,0,1,-71.136731,42.286122,2000290000,2000290000,250251105021006,250251105021,25025110502
"Las Palmas Restaurant","4337 Washington StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",8,1.6,5,2.8,2018,2008,1,1,0,-71.1315359,42.2834298,2000358000,2000358000,250251105021015,250251105021,25025110502
"Tony's Market","4381 Washington StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",42,3.230769231,13,4.771062271,2019,2006,0,1,0,-71.1329917,42.2821656,2000408000,2000408000,250251105023005,250251105023,25025110502
"GOLDEN HOUSE RESTAURANT","4403  Washington St Roslindale MA 2131",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.133554,42.281631,2000412000,2000412000,250251105023005,250251105023,25025110502
"Golden House","4403 Washington StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",44,3.666666667,12,4.071230159,2019,2007,0,1,0,-71.1335939,42.2816293,2000412000,2000412000,250251105023005,250251105023,25025110502
"Golden House (Washington St.)","4403  Washington St Roslindale MA 2131",19,12,183,12,44,114,125,0,11,45,20,38,17,30,26,24,28,0,"0",0,0,0,0,0,0,0,0,1,-71.133554,42.281631,2000412000,2000412000,250251105023005,250251105023,25025110502
"Pleasant Cafe & Restaurant","4515 Washington StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",166,11.85714286,14,3.699986668,2019,2006,0,1,0,-71.136798,42.2787602,2000538000,2000538000,250251105023010,250251105023,25025110502
"Pleasant Cafe","4511  Washington ST Roslindale MA 2131",16,11,135,8,4,68,79,4,4,0,34,10,7,16,12,30,18,12,"0",0,0,0,0,0,0,0,0,1,-71.13676,42.27873,2000538000,2000538000,250251105023010,250251105023,25025110502
"Bani Restaurant","4541   Washington ST Roslindale MA 2131",22,12,202,20,16,110,128,22,15,33,2,41,22,30,10,30,5,28,"0",0,0,0,0,0,0,0,0,1,-71.137197,42.278345,2000565000,2000565000,250251105012018,250251105012,25025110501
"Bani Restaurant","4541 Washington StRoslindale, MA 02131",5,1,32,0,4,11,25,30,6,0,0,0,0,0,0,0,0,0,"$$",17,2.125,8,3.375,2019,2010,0,1,1,-71.1372158,42.2783479,2000565000,2000565000,250251105012018,250251105012,25025110501
"Exodus Bagels","2 McCraw StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",21,4.2,5,4.746666667,2019,2015,0,1,0,-71.1451539,42.2862187,2001397000,2001397000,250251106072013,250251106072,25025110607
"Stash's Pizza","330 Belgrade AveRoslindale, MA 02131",16,7,107,7,1,46,69,0,0,0,0,0,10,20,24,24,26,11,"$$",72,12,6,3.079199735,2019,2014,0,1,1,-71.145228,42.285871,2001579000,2001579000,250251105013004,250251105013,25025110501
"Pomodoros Italian Kitchen","426 Belgrade AveWest Roxbury, MA 02132",5,2,38,2,8,20,28,11,0,0,0,37,0,0,0,0,0,0,"no value",3,1,3,2.333333333,2013,2010,6,1,1,-71.1496326,42.2859058,2001614000,2001614000,250251303002002,250251303002,25025130300
"Corrib Pub & Restaurant","2030 Centre StWest Roxbury, MA 02132",16,8,97,0,6,42,61,3,4,14,8,15,6,12,8,14,16,3,"$$",78,5.571428571,14,3.379563492,2019,2005,0,1,1,-71.1578725,42.280819,2002300000,2002300000,250251303003000,250251303003,25025130300
"Ria Cafe","5 Bellevue StWest Roxbury, MA 02132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",9,3,3,4.527777778,2018,2015,1,1,0,-71.1567808,42.2835509,2002319002,2002319002,250251302004010,250251302004,25025130200
"West Napoli Cafe","1946 Centre StWest Roxbury, MA 02132",19,13,195,12,12,104,115,10,10,5,72,13,5,26,14,46,18,0,"$",52,4.333333333,12,4.097222222,2019,2008,0,1,1,-71.15681,42.2836136,2002319002,2002319002,250251302004010,250251302004,25025130200
"St. George Orthodox Church","55   Emmonsdale RD West Roxbury MA 2132",1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"0",0,0,0,0,0,0,0,0,1,-71.15163,42.27723,2002524000,2002524000,250251303003017,250251303003,25025130300
"Pu Pu Restaurant","2060   Centre ST West Roxbury MA 2132",6,6,112,8,6,63,63,0,0,0,0,0,0,0,0,34,54,38,"0",0,0,0,0,0,0,0,0,1,-71.15831,42.27986,2003411000,2003411000,250251303005003,250251303005,25025130300
"Pu Pu Restaurant","2060 Centre StWest Roxbury, MA 02132",19,13,192,22,36,121,129,33,16,18,14,58,42,39,30,0,0,0,"$",34,2.833333333,12,3.193055556,2019,2008,0,1,1,-71.1583009,42.2798584,2003411000,2003411000,250251303005003,250251303005,25025130300
"Anna Hand Cut Donuts","2056   Centre ST West Roxbury MA 2132",18,14,132,8,3,70,73,10,16,8,5,24,18,16,8,14,14,10,"0",0,0,0,0,0,0,0,0,1,-71.158191,42.280014,2003542000,2003542000,250251303005004,250251303005,25025130300
"DENO'S SUBS & PIZZA","2040   Centre ST West Roxbury MA 2132",25,15,258,10,8,130,146,9,8,0,44,22,18,36,36,52,30,21,"0",0,0,0,0,0,0,0,0,1,-71.158001,42.280288,2003543000,2003543000,250251303005004,250251303005,25025130300
"Deno's Pizza & Subs","2040 Centre StWest Roxbury, MA 02132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",83,5.928571429,14,2.757142857,2019,2006,0,1,0,-71.158013,42.2802297,2003543000,2003543000,250251303005004,250251303005,25025130300
"Spring House","44   Allandale ST Roslindale MA 2130",21,13,178,12,14,93,111,13,12,14,8,19,12,30,18,48,30,0,"0",0,0,0,0,0,0,0,0,1,-71.130588,42.300125,2003594000,2003594000,250251106011000,250251106011,25025110601
"A & N Pizza","1409 Centre StWest Roxbury, MA 02132",13,10,110,10,8,61,67,0,2,0,2,14,0,26,10,26,32,16,"$",61,4.692307692,13,3.442857143,2019,2007,0,1,1,-71.1367516,42.2941437,2004530000,2004530000,250251106012000,250251106012,25025110601
"Yucatan Tacos","1417 Centre StWest Roxbury, MA 02132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",87,6.692307692,13,3.915842491,2019,2007,0,1,0,-71.1368129,42.2940177,2004531000,2004531000,250251106012000,250251106012,25025110601
"Pavia - Italian Cuisine & Catering","82 Water StBoston, MA 02109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",93,9.3,10,4.097062937,2019,2010,0,1,0,-71.1320262,42.2913598,2005082000,2005082000,250251106074013,250251106074,25025110607
"Harry's All American Breakfast","1420   Centre ST Roslindale MA 2136",5,2,21,2,5,12,16,14,14,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.13638,42.293777,2005120000,2005120000,250251106074009,250251106074,25025110607
"Kelleher's Bar & Grille","1410 Centre StRoslindale, MA 02131",16,14,137,8,16,78,83,6,11,10,10,18,8,26,28,26,18,0,"$$",34,3.4,10,3.718333333,2019,2010,0,1,1,-71.1361482,42.2939296,2005120000,2005120000,250251106074009,250251106074,25025110607
"Harry's All American Breakfast","1420 Centre StRoslindale, MA 02131",17,9,120,10,20,69,81,0,7,14,0,10,3,18,16,39,25,18,"$",128,11.63636364,11,3.457874805,2019,2009,0,1,1,-71.1363803,42.2937832,2005120000,2005120000,250251106074009,250251106074,25025110607
"HEBREW REHAB CENTER","1200   Centre ST Roslindale MA 2131",16,6,35,4,16,21,34,4,18,5,2,8,2,4,4,2,6,0,"0",0,0,0,0,0,0,0,0,1,-71.130733,42.296681,2005206000,2005206000,250251106074006,250251106074,25025110607
"Green T Coffeeshop","873   South ST Roslindale MA 2131",11,8,133,47,22,100,102,0,0,0,0,0,0,16,26,58,74,28,"0",0,0,0,0,0,0,0,0,1,-71.13389,42.28895,2005467000,2005467000,250251106073011,250251106073,25025110607
"Green T Coffee Shop","873 South StRoslindale, MA 02131",18,10,159,14,41,101,113,0,0,58,46,8,8,25,39,30,0,0,"$",58,14.5,4,3.570175439,2019,2016,0,1,1,-71.1338699,42.2889734,2005467000,2005467000,250251106073011,250251106073,25025110607
"Hong Kong 888 Cafe","888 South StRoslindale, MA 02131",24,16,261,14,59,162,172,2,11,24,39,52,60,24,28,28,34,32,"$",113,9.416666667,12,3.713941498,2019,2008,0,1,1,-71.1343146,42.2885063,2005548000,2005548000,250251106073012,250251106073,25025110607
"Checkmate Cafe","902 S StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",45,3.214285714,14,3.419047619,2019,2006,0,1,0,-71.1349336,42.2883668,2005557000,2005557000,250251106073013,250251106073,25025110607
"West On Centre","1732 Centre StWest Roxbury, MA 02132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",303,21.64285714,14,3.615695044,2019,2006,0,1,0,-71.1495398,42.2870797,2005721000,2005721000,250251303002000,250251303002,25025130300
"Papa John's West Roxbury","1780   Centre ST West Roxbury MA 2132",3,2,7,0,4,4,7,9,2,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.15185,42.28731,2005730000,2005730000,250251302003016,250251302003,25025130200
"Phu-Ket Thai Restaurant","1856 Centre StWest Roxbury, MA 02132",24,17,244,34,38,152,164,21,20,10,23,28,50,28,28,30,42,36,"$$",159,12.23076923,13,3.701500793,2019,2007,0,1,1,-71.1545676,42.2860147,2005740000,2005740000,250251302003015,250251302003,25025130200
"Westbury Restaurant","1836 Centre StWest Roxbury, MA 02132",22,13,128,23,22,81,92,12,16,4,12,1,14,38,7,32,30,7,"$",45,4.090909091,11,2.601515152,2019,2008,0,1,1,-71.1538101,42.2863182,2005743010,2005743010,250251302003015,250251302003,25025130200
"Comella's","1844 Centre StWest Roxbury, MA 02132",31,13,324,44,46,184,230,3,39,35,32,34,35,52,34,56,66,28,"$$",92,7.076923077,13,3.4502442,2019,2007,0,1,1,-71.1539316,42.286156,2005743010,2005743010,250251302003015,250251302003,25025130200
"Starbucks Coffee Co. No. 7808","1804   Centre ST West Roxbury MA 2132",10,2,50,3,2,19,36,1,0,18,33,1,0,0,0,2,0,0,"0",0,0,0,0,0,0,0,0,1,-71.152571,42.287192,2005752010,2005752010,250251302003015,250251302003,25025130200
"ROCHE BROS. SUPERMARKET","1800  Centre ST West Roxbury MA 2132",24,15,211,10,51,129,143,0,16,40,16,18,26,6,18,46,72,14,"0",0,0,0,0,0,0,0,0,1,-71.152539,42.287186,2005752010,2005752010,250251302003015,250251302003,25025130200
"Subway (1868 Centre St.)","1868   Centre ST West Roxbury MA 2132",2,2,16,0,0,8,8,0,0,6,0,0,0,10,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.15506,42.28588,2005754000,2005754000,250251302003017,250251302003,25025130200
"Subway Restaurants","1866 Centre StWest Roxbury, MA 02132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",6,1.5,4,5,2019,2015,0,1,0,-71.1549694,42.2857675,2005754000,2005754000,250251302003017,250251302003,25025130200
"The Real Deal","1882 Centre StWest Roxbury, MA 02132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",178,12.71428571,14,3.532744613,2019,2006,0,1,0,-71.1555043,42.2856951,2005766000,2005766000,250251302003017,250251302003,25025130200
"Recreo Coffee & Roasterie","1876 Centre StWest Roxbury, MA 02132",8,2,54,2,2,25,33,0,0,0,0,0,6,14,1,0,36,1,"$$",40,8,5,4.877857143,2019,2015,0,1,1,-71.1553919,42.2857862,2005767000,2005767000,250251302003017,250251302003,25025130200
"Masona Grill","2  Corey ST West Roxbury MA 2132",10,5,150,16,29,94,101,0,0,16,42,20,18,28,39,32,0,0,"0",0,0,0,0,0,0,0,0,1,-71.15523,42.28468,2005769000,2005769000,250251302003018,250251302003,25025130200
"The King Restaurant","1890   Centre ST West Roxbury MA 2132",2,2,0,0,6,3,3,6,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.15573,42.28548,2005775000,2005775000,250251302003018,250251302003,25025130200
"West Garden","1890 Ctr StWest Roxbury, MA 02132",10,5,95,19,7,57,64,0,0,0,0,0,0,10,17,48,38,8,"$",52,4,13,2.751068376,2019,2006,0,1,1,-71.1557364,42.2854742,2005775000,2005775000,250251302003018,250251302003,25025130200
"Somtum Modern Thai Cuisine","1894 Centre StWest Roxbury, MA 02132",7,5,71,6,10,36,51,0,0,0,0,0,0,0,15,20,38,14,"$$",75,25,3,4.263312693,2019,2017,0,1,1,-71.1558641,42.2853751,2005775000,2005775000,250251302003018,250251302003,25025130200
"Sticky Rice Cafe","1894   Centre ST West Roxbury MA 2132",13,9,162,13,37,102,110,0,35,30,45,48,34,20,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.155841,42.285385,2005775000,2005775000,250251302003018,250251302003,25025130200
"WEST GARDEN CHINESE","1890   Centre ST West Roxbury MA 2132",12,11,96,8,30,66,68,20,14,4,10,32,26,28,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.15573,42.28548,2005775000,2005775000,250251302003018,250251302003,25025130200
"Marino's Market & Deli","1906 Centre StWest Roxbury, MA 02132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",4,1.333333333,3,3.833333333,2019,2014,0,1,0,-71.1563166,42.284885,2005789000,2005789000,250251302004008,250251302004,25025130200
"The Upper Crust","1727   Centre ST West Roxbury MA 2132",4,1,14,0,4,6,12,3,14,1,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.149311,42.287396,2005798000,2005798000,250251302002007,250251302002,25025130200
"Porter Cafe","1723 Centre StWest Roxbury, MA 02132",13,5,81,6,20,44,63,0,2,8,10,19,12,18,30,3,5,0,"$$",217,24.11111111,9,4.529995804,2019,2011,0,1,1,-71.1491916,42.2874109,2005798000,2005798000,250251302002007,250251302002,25025130200
"The Parlour","1727   Centre ST West Roxbury MA 2132",2,0,4,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.149311,42.287396,2005798000,2005798000,250251302002007,250251302002,25025130200
"Himalayan Bistro","1735 Centre StWest Roxbury, MA 02132",22,18,287,28,58,184,189,26,32,12,20,46,45,34,12,40,58,48,"$$",280,20,14,3.851632863,2019,2006,0,1,1,-71.1497486,42.2874312,2005800000,2005800000,250251302002007,250251302002,25025130200
"Thai Spice","1745 Centre StWest Roxbury, MA 02132",7,2,121,0,15,38,98,10,0,126,0,0,0,0,0,0,0,0,"$$",146,10.42857143,14,3.398639456,2019,2006,0,1,1,-71.1502592,42.2874808,2005900000,2005900000,250251302002003,250251302002,25025130200
"Los Amigos Taqueria","1743 Centre StWest Roxbury, MA 02132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",180,22.5,8,3.70988621,2019,2012,0,1,0,-71.1502128,42.2874729,2005900000,2005900000,250251302002003,250251302002,25025130200
"Los Amigos Mexican Grill","1741   Centre ST West Roxbury MA 2132",36,21,436,71,100,279,328,0,0,112,109,44,49,28,52,76,76,61,"0",0,0,0,0,0,0,0,0,1,-71.15016,42.28746,2005900000,2005900000,250251302002003,250251302002,25025130200
"Thai Spice","1745   Centre ST West Roxbury MA 2132",19,11,211,22,16,121,128,0,0,0,13,34,32,32,26,40,36,36,"0",0,0,0,0,0,0,0,0,1,-71.150249,42.287454,2005900000,2005900000,250251302002003,250251302002,25025130200
"Stardust - Inspired Mediterranean","1753 Centre StBoston, MA 02132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",2,2,1,4.5,2019,2019,0,1,0,-71.1504565,42.2874865,2005901000,2005901000,250251302002003,250251302002,25025130200
"Fresh Catch To Go","1751   Centre ST West Roxbury MA 2132",1,1,4,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.15038,42.28746,2005901000,2005901000,250251302002003,250251302002,25025130200
